Title;Description;Asset type;Tags
B&R - Jason-Li 2025 - 01;Regional Managing Director of Greater China region.;Photos;business portrait,Jason-Li,management,office,interview,portrait,business portait,B&R,business people,B&R Social Media,conversation,official portrait
B&R - Stepper motor module X20SM1436  - right;;Photos;PLC,PLC systems,x20 SM,controller,X20 controller,programmable logic controller,stepper motor,stepper motor module
B&R - Stepper motor module X20SM1436  - right;;Photos;PLC,PLC systems,x20 SM,controller,X20 controller,programmable logic controller,stepper motor,stepper motor module
AdobeStock_312600510;;Photos;curved,landscape,dune,energy efficiency movement,heat,pattern,dry,texture,nature,arabic,sky,sandy,energy,egypt,merzouga,travel,africa,libya,arid,background,dubai,hot,morocco,horizon,desert,electrification,efficiency,movement,sunset,arabian,orange,cloud,sand,wave,yellow,hill,sunny,warm,adventure,sahara,summer,outdoor,desolate,Adobe Stock,maghreb,african,sun
Oil lamps lit on colorful rangoli during diwali celebration;;Photos;spark,pattern,blue,kolam,lamp,bright,lit,festival of lights,background,diya,oil,celebration,tamil,diwali,firework,sparkler,deepavali,festival,clay,colorful,glowing,culture,Adobe Stock,rangoli,india,indian,religion,hinduism,traditional
Heikki Vepsäläinen - 4;Heikki Vepsäläinen, Division President, Large Motors and Generators;Photos;business portrait,Heikki Vepsäläinen,Vepsäläinen,motion,management,division president,portrait,business
Employer Branding LATAM - 14;Images to be used for Employer Branding and HR Marketing purposes.;Photos;branding,employer branding,LATAM,employer branding campaign,marketing materials,ABB employer branding,employer
The Gotland 1 project;The Gotland 1 HVDC project, 1954.;Photos;1954,hvdc,Gotland,historical image,control room
Industry - Battery solutions 3;Mass production assembly line of electric vehicle battery cells close-up view.;Photos;electric,robot,transportation,manufacture,automaton,close-up,Battery solutions,auto,inside,automotive,engine,progress,conveyer,belt,factory,automobile,cells,car,production,hybrid,battery,ion,view,engineering,technology,produce,mechanic,automation,manufacturing,lithium,assemble,vehicle,mass,batteries,circuit,assembly,Adobe Stock,cell,interior,module,industry,motor,machine,line,ev
AdobeStock_229696890;Testing games. Young man wearing virtual reality headset and gesturing while standing in creative office;Photos;hi-tech,display,young,enjoying,activity,VR,Contemporary,casual,man,shirt,office,home,modern,headset,3D,glasses,White,play,innovation,gear,watch,experience,excited,amazement,vision,Adult,digital,creative,entertainment,videogame,Caucasian,technology,Tech,Looking,Video,reality,smile,person,wear,augmented,device,Adobe Stock,Business,alone,startup,male,virtual,simulation,handsome,wearable,fun
Businessman walks down the street past modern buildings;Close up businessman in eyeglasses wearing gray jacket walks down the street past modern buildings;Photos;director,suit,man,success,entrepreneur,employee,boss,successful,adult,businessman,walking,ceo,chief,businessperson,portrait,professional,profession,person,executive,manager,leader,confident,business,mood,close up,Adobe Stock,male
Customer solutions - Mining Solutions 2 ;AdobeStock_779042871;Photos;machinery,miner,technician,crane,transport,site,man,engine,worker,excavator,earth,coal,mining solutions,mine,extraction,mining equipment,professional,technology,operations,helmet,infrastructure,engineer,work,land development,industrial,equipment,industry,operator,machine,customer solutions,large
GettyImages - 109350366;;Photos;horizontal,GettyImages,Getty Images,chair,office,glass,modern,reflection,table,high angle view,color image,walkway,wall,architecture,building,no people,abstract,atrium,detail,day,photography,indoors
AdobeStock_402914871;Electronics factory cleanroom: Engineer / Scientist in coveralls works on computer, screen shows infographics and software system control UI, developing electronics for medical electronics.;Photos;machinery,health,semiconductor,medicine,cleanroom,manufacture,lab,design,pharmaceutical,development,electronics,experiment,manufactory,process,board,innovation,computer,factory,discovery,scientist,digital,typing,science,working,engineering,medical,professional,research,technology,iot,microprocessor,manufacturing,desk,laboratory,facility,industry 4,engineer,chemist,Adobe Stock,specialist,people,work,researcher,microchip,industrial,sterile,AdobeStock,equipment,industry,clean room,sitting
Boite bornes;;Photos;OT,boite bornes,historical image,PR
Engineering training;Instructor with young people in engineering training;Photos;trainee,teamwork,architect,structure,site,training,man,trainer,protective hat,construction,control,supervisor,engineering,professional,students,helmet,supervising,young woman,group,blueprint,apprenticeship,manager,outdoor,engineer,young people,building,Adobe Stock,team,people,instructor,industry,tablet,teaching
AdobeStock_520804324;Minimal 20s geometric design poster with primitive line art.;Photos;design,poster,art,vintage,gallery,modern,monochrome,minimalism,style,minimal,elements,black,shape,background,illustration,20s,curve,wall,simple,print,Adobe Stock,abstract,interior,line,minimalist,contemporary,retro,graphic
ABB Ability™ Ventilation Optimizer at the PMCHS project Chuquicamata underground copper mine ;;Photos;Chuquicamata,ventilation,PMCHS,project,underground,infrastructure,ventilation system,smart ventilation,mining industry,copper mine,underground mine,ABB Ability
ABB Campus Mannheim - 1;;Photos;ABB,Mannheim,location,Campus,ABB building,Germany,building
B&R - Value Provider Program Type Technical Distributor;;Photos;technical,distributor,B&R,value provider,technical distributor,value provider program
B&R - SMART Automation Austria - Event Impressions - 1;;Photos;smart automation austria,event impressions,fair,Event,B&R,booth
Skyline of Downtown Miami ;USA, Florida, skyline of Downtown Miami seen from boat on the water.;Photos;sea,skyscrapers,city view,vessel,city picture,View,United States of America,cloudy,location shot,daytime,journey,miami,Water Front,bow,USA,watercraft,cityscape,sky,America,ship's bow,modern,outdoor shot,boat,destination,day shots,urban,Skyline,travel,Appartements,water,buildings,Transport,Florida,high-rise building,downtown,metropolis,city center,high-rise,cloud,United States,daylight,outdoor,waterfront,building,water vehicle,Adobe Stock,US,day,Urban Skyline,Travel destination,skyscraper,city,high rise,view of the city
Modular induction motor (type AMI) for sedimentation plant;Name of location : Mostaganem, Algeria. Name of customer : MAPA Ĩnşaat ve Ticaret A.Ş, Turkey (MAPA is ABB customer, but the owner is ANBT). ABB scope of supply: Dam water inlet, sedimentation plant, pumping station, 220kV substation, regulation reservoir and all necessary pipe-work and infrastructure. Comissioning year: 2009.;Photos;AMI,sedimentation plant,plant,Modular induction motor,induction,sedimentation,induction motor,modular
Tourist ship in the blue sea;Tourist ship in the blue sea in the evening light, aerial view.;Photos;sea,aerial,tourism,vessel,beautiful,navigation,transportation,ocean,navigator,transport,journey,passenger,aerial view,trip,scenic,blue,sail,cruises,boat,destination,travel,liner,cruise,white,water,ship,view,sunset,harbor,wharf,maritime,nautical,colorful,top view,summer,marina,luxury,Adobe Stock,tour,shore,voyage,vacation,coast,cruise ship,large
Hydropower plant;Image used for the FIL-GENESIS case study lead by Motion Services Global Coms team.;Photos;newton stewart,Galloway Forest Park,clatteringshaws loch,Clatteringshaws dam,queen,lake,dumfries and galloway,hydro electric power,Loch,caledonia,PAEN,arches,clatteringshaws,Concrete,Queen’s Way,hydropower,scottish borders,new galloway,scottish,water,Scotland,hydro,Abstract,Clatteringshaws reservoir,Power,Process automation,flooding,dumfriesshire,hydroelectricity,reservoir,Gravity dam,overflow,concept,arched,s way,flood,PA,Dam,arch,alba
Employer Branding_SEA_30;Images to be used for Employer Branding and HR Marketing purposes.;Photos;branding,employer branding,human resources,SEA,HR,employer branding campaign,HR marketing,employer
AdobeStock_613328322;Aluminum and PVC industry male worker doing their job, making aluminum and PVC. Generative AI;Photos;machinery,generative ai,productivity,materials,aluminum industry,finishing,generative,job,PVC,ai,pvc industry,welding,precision,raw materials,quality control,pvc products,AI genarated,workplace,construction materials,process,expertise,construction,factory,plastic,aluminum products,metal,fabrication,production,workshop,worker safety,skilled,extrusion,efficiency,labor,manufacturing,male worker,manufacturing industry,safety,cutting,forming,assembly,Adobe Stock,work,industrial,craftsmanship,manufacturing process,equipment,tools,shaping,aluminum,job satisfaction
AdobeStock_301929455;Group of coworkers working together on business project in office;Photos;teamwork,meeting,young,job,interaction,man,success,analyze,cooperation,office,accounting,modern,Woman,White,diverse,communication,company,coworkers,Team,account,Adult,People,Group,together,women,professional,Caucasian,technology,information,men,career,person,executive,manager,bank,discussion,access,Smiling,Adobe Stock,work,Business,Analyst,Finance,coworking,Businessman,banker,male,conference,corporate
GettyImages_1316450468;;Photos;wind energy,GettyImages,Getty Images,energy,wind,wind power,wind farm,wind turbine,scenery
Dump Truck Auxiliary Motor 1009 V01;;Photos;transportation,dump,auxiliary,1009 V01,truck,mining,mobile epower,mobile e-power,motor,product,dump truck
Employer Branding Photoshoot - 5;;Photos;Cracow,branding,Krakow,employer branding,ABB,ABB Poland,Poland,photoshoot,employer
B&R - ACOPOStrak high-speed diverter - 4 ;ACOPOStrak diverters make it easy to divide and merge product flows. Fully electronic actuation means they are 100% free of wear and maintenance.;Photos;SPS 2023,diverter,battery production,ACOPOStrak diverter,Product demo,battery cell,ACOPOStrak shuttles,electrification,demo unit,demo,B&R
MOLM Västerås Factory Manufacturing - 28;Images from the MOLM Västerås factory photoshoot.;Photos;ABB employee,AMS,MOLM,AMS synchronous motor,worker,factory worker,factory,Västerås,synchronous motor,working,engineer,ABB Sweden,ABB Machines,people
B&R - ACOPOStrak, ACOPOS 6D, Codian;Mechatronic system;Photos;Mechatronic Systems,ACOPOStrak,ACOPOS 6D,b&r,Super Trak,ABB B&R
AdobeStock_575046998;Smiling muslim family having Ramadan dinner at home.;Photos;religious,pita bread,fresh,iftar,man,woman,home,milk,vegetables,middle east,pilaf,food,drink,beverage,together,muslim,husband,wife,family,ramadan,culture,smiling,Adobe Stock,people,dinner,indoors
Smart Power India 43;Smart Power India Nelamangala location;Photos;Nelamangala,smart power,Power,Electrification,Smart,india
B&R - 240mm ACOPOS 6D Shuttle - 3;240x240mm ACOPOS 6D shuttle;Photos;product transport,shuttle,ACOPOS 6D shuttles,B&R
B&R - 240mm ACOPOS 6D Shuttle - 3;240x240mm ACOPOS 6D shuttle;Photos;product transport,shuttle,ACOPOS 6D shuttles,B&R
EL Service - People image - 4;"ABB Electrification Service.
Collection of photos, images and graphics from Electrification Service that can be used for internal and/or external purposes.";Photos;electrification service,ELSE,EL,Australia,electrification,service,EL service,people
